Timestamp,Username,Category,Action,Detail
2026-05-07 18:58:31,admin,Defect Marking,EvaluateAcceptance,"ASME B31.3: REJECT (1 defects, weld 300mm)"
2026-05-07 18:58:28,admin,Defect Marking,MarkDefect,"Porosity at (881,935) 23.4 mm"
2026-05-07 18:58:22,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:58:10,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 18:58:09,admin,Image Tool,ResetView,
2026-05-07 18:58:09,admin,Image Tool,ApplyColorTable,IQI detection: cleared
2026-05-07 18:58:06,admin,Image Tool,ApplyColorTable,"IQI detected: 18 wires at (172,127) 556x159"
2026-05-07 18:58:01,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:57:49,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 18:57:49,admin,Image Tool,ResetView,
2026-05-07 18:57:44,admin,Image Tool,ResetView,
2026-05-07 18:57:38,admin,Image Tool,ResetView,
2026-05-07 18:57:06,admin,Image Tool,ResetView,
2026-05-07 18:56:17,admin,Image Tool,ResetView,
2026-05-07 18:56:10,admin,Image Tool,ResetView,
2026-05-07 18:56:03,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:55:51,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 18:55:51,admin,Image Tool,ResetView,
2026-05-07 18:55:49,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:55:39,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:55:34,admin,Image Tool,ResetView,
2026-05-07 18:55:25,admin,Image Tool,ResetView,
2026-05-07 18:55:20,admin,Image Tool,ResetView,
2026-05-07 18:55:08,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:54:56,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 18:54:27,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:54:16,admin,Authentication,Login,
2026-05-07 18:54:08,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:53:55,admin,Annotation,DeleteAnnotation,IntensityCursor
2026-05-07 18:53:44,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:53:32,admin,Annotation,DeleteAnnotation,Text
2026-05-07 18:53:19,admin,Annotation,DeleteAnnotation,Roi
2026-05-07 18:53:13,admin,Annotation,AddAnnotation,Roi
2026-05-07 18:53:06,admin,Annotation,DeleteAnnotation,Circle
2026-05-07 18:53:00,admin,Annotation,AddAnnotation,Circle
2026-05-07 18:52:53,admin,Annotation,DeleteAnnotation,Rectangle
2026-05-07 18:52:48,admin,Annotation,AddAnnotation,Rectangle
2026-05-07 18:52:40,admin,Annotation,DeleteAnnotation,Line
2026-05-07 18:52:35,admin,Annotation,AddAnnotation,Line
2026-05-07 18:52:27,admin,Annotation,DeleteAnnotation,Ruler
2026-05-07 18:52:22,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:52:15,admin,Annotation,DeleteAnnotation,Arrow
2026-05-07 18:52:09,admin,Annotation,AddAnnotation,Arrow
2026-05-07 18:52:03,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:51:57,admin,Annotation,AddAnnotation,Roi
2026-05-07 18:51:52,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:51:46,admin,Annotation,AddAnnotation,Circle
2026-05-07 18:51:40,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:51:34,admin,Annotation,AddAnnotation,Rectangle
2026-05-07 18:51:28,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:51:22,admin,Annotation,AddAnnotation,Line
2026-05-07 18:51:16,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:51:10,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:51:04,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:50:58,admin,Annotation,AddAnnotation,Arrow
2026-05-07 18:50:53,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:50:27,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:50:21,admin,Annotation,AddAnnotation,Roi
2026-05-07 18:50:15,admin,Annotation,AddAnnotation,Roi
2026-05-07 18:50:09,admin,Annotation,AddAnnotation,Roi
2026-05-07 18:50:03,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:49:57,admin,Annotation,AddAnnotation,Circle
2026-05-07 18:49:51,admin,Annotation,AddAnnotation,Circle
2026-05-07 18:49:44,admin,Annotation,AddAnnotation,Circle
2026-05-07 18:49:38,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:49:32,admin,Annotation,AddAnnotation,Rectangle
2026-05-07 18:49:26,admin,Annotation,AddAnnotation,Rectangle
2026-05-07 18:49:20,admin,Annotation,AddAnnotation,Rectangle
2026-05-07 18:49:14,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:49:08,admin,Annotation,AddAnnotation,Line
2026-05-07 18:49:02,admin,Annotation,AddAnnotation,Line
2026-05-07 18:48:55,admin,Annotation,AddAnnotation,Line
2026-05-07 18:48:49,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:48:43,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:48:37,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:48:31,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:48:25,admin,Annotation,ClearAnnotations,3 annotation(s)
2026-05-07 18:48:19,admin,Annotation,AddAnnotation,Arrow
2026-05-07 18:48:13,admin,Annotation,AddAnnotation,Arrow
2026-05-07 18:48:06,admin,Annotation,AddAnnotation,Arrow
2026-05-07 18:48:00,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:47:48,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:47:42,admin,Annotation,AddAnnotation,Roi
2026-05-07 18:47:36,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:47:30,admin,Annotation,AddAnnotation,Circle
2026-05-07 18:47:24,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:47:18,admin,Annotation,AddAnnotation,Rectangle
2026-05-07 18:47:12,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:47:06,admin,Annotation,AddAnnotation,Line
2026-05-07 18:47:00,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:46:54,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:46:49,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 18:46:42,admin,Annotation,AddAnnotation,Arrow
2026-05-07 18:46:35,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:46:23,admin,Authentication,Login,
2026-05-07 18:46:11,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 18:46:03,admin,Image Tool,ResetView,
2026-05-07 18:46:02,admin,Annotation,DeleteAnnotation,Ruler
2026-05-07 18:45:57,admin,Annotation,AddAnnotation,Ruler
2026-05-07 18:45:51,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:45:40,admin,File Operation,ClearFiles,6 file(s)
2026-05-07 18:45:31,admin,File Operation,OpenFolder,"6 loaded, 0 skipped, 0 invalid"
2026-05-07 18:45:22,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 18:45:21,admin,Image Tool,ResetView,
2026-05-07 18:45:18,admin,Image Tool,ResetView,
2026-05-07 18:45:16,admin,Image Tool,ResetView,
2026-05-07 18:45:11,admin,Report,GenerateReport,MLE_4_0.237.dcm
2026-05-07 18:45:10,admin,Image Tool,Invert,Off
2026-05-07 18:45:08,admin,Image Tool,Invert,On
2026-05-07 18:45:06,admin,Image Tool,ResetView,
2026-05-07 18:44:58,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:44:45,admin,Authentication,Login,
2026-05-07 18:44:35,admin,Authentication,Login,
2026-05-07 18:44:35,admin,Authentication,Logout,
2026-05-07 18:44:33,admin,User Management,DeleteUser,User1
2026-05-07 18:44:32,admin,User Management,CreateUser,User1 (Admin: True)
2026-05-07 18:44:11,admin,File Operation,ClearFiles,6 file(s)
2026-05-07 18:44:09,admin,File Operation,OpenFolder,"6 loaded, 0 skipped, 0 invalid"
2026-05-07 18:43:54,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 18:43:31,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 18:43:20,admin,Authentication,Login,
2026-05-07 18:43:06,admin,Authentication,Login,
2026-05-07 18:42:41,System,Authentication,LoginFailed,Username: invalid_user
2026-05-07 16:26:55,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 16:26:53,admin,Filter,ResetFilter,
2026-05-07 16:26:52,admin,Filter,ApplyFilter,"Fox Bleach (Tile=16, Clip=3.5)"
2026-05-07 16:26:51,admin,Image Tool,ResetView,
2026-05-07 16:25:46,admin,Image Tool,ResetView,
2026-05-07 16:25:29,admin,Image Tool,ResetView,
2026-05-07 16:25:19,admin,Image Tool,ResetView,
2026-05-07 16:25:15,admin,Filter,ApplyFilter,Clahe
2026-05-07 16:25:06,admin,Image Tool,ResetView,
2026-05-07 16:25:02,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 16:24:53,admin,Image Tool,ResetView,
2026-05-07 16:24:49,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 16:24:39,admin,Image Tool,ResetView,
2026-05-07 16:24:35,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 16:24:20,admin,Image Tool,ResetView,
2026-05-07 16:24:16,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 16:24:01,admin,Image Tool,ResetView,
2026-05-07 16:23:57,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 16:23:39,admin,Image Tool,ResetView,
2026-05-07 16:23:34,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 16:23:23,admin,Filter,ResetFilter,
2026-05-07 16:23:18,admin,Filter,ApplyFilter,Clahe
2026-05-07 16:23:15,admin,Filter,ResetFilter,
2026-05-07 16:23:10,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 16:23:06,admin,Filter,ResetFilter,
2026-05-07 16:23:02,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 16:22:59,admin,Filter,ResetFilter,
2026-05-07 16:22:55,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 16:22:50,admin,Filter,ResetFilter,
2026-05-07 16:22:46,admin,Filter,ApplyFilter,Normalization
2026-05-07 16:22:43,admin,Filter,ResetFilter,
2026-05-07 16:22:39,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 16:22:30,admin,Filter,ResetFilter,
2026-05-07 16:22:25,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 16:22:16,admin,Filter,ResetFilter,
2026-05-07 16:22:12,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 16:22:08,admin,Filter,ResetFilter,
2026-05-07 16:22:03,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 16:21:49,admin,Filter,ResetFilter,
2026-05-07 16:21:45,admin,Filter,ApplyFilter,VectorGradientMagnitude
2026-05-07 16:21:41,admin,Filter,ResetFilter,
2026-05-07 16:21:37,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 16:21:31,admin,Filter,ResetFilter,
2026-05-07 16:21:27,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 16:21:21,admin,Image Tool,ResetView,
2026-05-07 16:21:18,admin,Filter,ApplyFilter,Clahe
2026-05-07 16:21:09,admin,Image Tool,ResetView,
2026-05-07 16:21:06,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 16:20:58,admin,Image Tool,ResetView,
2026-05-07 16:20:54,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 16:20:46,admin,Image Tool,ResetView,
2026-05-07 16:20:42,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 16:20:32,admin,Image Tool,ResetView,
2026-05-07 16:20:29,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 16:20:19,admin,Image Tool,ResetView,
2026-05-07 16:20:16,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 16:20:08,admin,Image Tool,ResetView,
2026-05-07 16:20:05,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 16:19:39,admin,Filter,ResetFilter,
2026-05-07 16:19:35,admin,Filter,ApplyFilter,Clahe
2026-05-07 16:19:32,admin,Filter,ResetFilter,
2026-05-07 16:19:28,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 16:19:25,admin,Filter,ResetFilter,
2026-05-07 16:19:21,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 16:19:18,admin,Filter,ResetFilter,
2026-05-07 16:19:14,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 16:19:11,admin,Filter,ResetFilter,
2026-05-07 16:19:07,admin,Filter,ApplyFilter,Normalization
2026-05-07 16:19:04,admin,Filter,ResetFilter,
2026-05-07 16:19:00,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 16:18:55,admin,Filter,ResetFilter,
2026-05-07 16:18:51,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 16:18:47,admin,Filter,ResetFilter,
2026-05-07 16:18:43,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 16:18:39,admin,Filter,ResetFilter,
2026-05-07 16:18:35,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 16:18:32,admin,Filter,ResetFilter,
2026-05-07 16:18:28,admin,Filter,ApplyFilter,VectorGradientMagnitude
2026-05-07 16:18:25,admin,Filter,ResetFilter,
2026-05-07 16:18:21,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 16:18:17,admin,Filter,ResetFilter,
2026-05-07 16:18:13,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 16:18:05,admin,Image Tool,ResetView,
2026-05-07 16:18:05,admin,Defect Marking,ClearDefects,2 defects cleared
2026-05-07 16:18:01,admin,Defect Marking,DeleteDefect,Undercut
2026-05-07 16:17:57,admin,Defect Marking,MarkDefect,"Undercut at (895,245) 23.4 mm"
2026-05-07 16:17:52,admin,Defect Marking,MarkDefect,"Crack at (881,1546) 23.5 mm"
2026-05-07 16:17:46,admin,Defect Marking,EvaluateAcceptance,"ASME B31.3: REJECT (1 defects, weld 300mm)"
2026-05-07 16:17:41,admin,Defect Marking,MarkDefect,"Porosity at (881,935) 23.4 mm"
2026-05-07 16:17:34,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 16:17:19,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 16:17:19,admin,Image Tool,ResetView,
2026-05-07 16:17:19,admin,Image Tool,ApplyColorTable,IQI detection: cleared
2026-05-07 16:17:15,admin,Image Tool,ApplyColorTable,"IQI detected: 18 wires at (172,127) 556x159"
2026-05-07 16:17:09,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 16:16:56,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 16:16:55,admin,Image Tool,ResetView,
2026-05-07 16:16:50,admin,Image Tool,ResetView,
2026-05-07 16:16:43,admin,Image Tool,ResetView,
2026-05-07 16:16:11,admin,Image Tool,ResetView,
2026-05-07 16:15:27,admin,Image Tool,ResetView,
2026-05-07 16:15:20,admin,Image Tool,ResetView,
2026-05-07 16:15:11,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 16:14:57,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 16:14:56,admin,Image Tool,ResetView,
2026-05-07 16:14:55,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 16:14:45,admin,Annotation,AddAnnotation,Ruler
2026-05-07 16:14:40,admin,Image Tool,ResetView,
2026-05-07 16:14:31,admin,Image Tool,ResetView,
2026-05-07 16:14:27,admin,Image Tool,ResetView,
2026-05-07 16:14:15,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 16:13:56,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 16:13:22,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 16:13:09,admin,Authentication,Login,
2026-05-07 16:09:19,admin,Detector,SwitchOnlineMode,Online
2026-05-07 16:09:15,admin,Authentication,Login,
2026-05-07 16:02:16,admin,Detector,SwitchOnlineMode,Online
2026-05-07 16:02:13,admin,Authentication,Login,
2026-05-07 16:01:37,admin,Detector,SwitchDetector,Simulator
2026-05-07 16:01:35,admin,Detector,SwitchOnlineMode,Online
2026-05-07 16:01:32,admin,Authentication,Login,
2026-05-07 16:01:21,admin,Detector,SwitchDetector,PaxScan 4343HE
2026-05-07 16:01:17,admin,Detector,SwitchOnlineMode,Online
2026-05-07 16:01:14,admin,Authentication,Login,
2026-05-07 15:59:12,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 15:58:51,admin,Filter,ResetFilter,
2026-05-07 15:58:50,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 15:58:46,admin,Filter,ResetFilter,
2026-05-07 15:58:44,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 15:58:33,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 15:58:26,admin,Authentication,Login,
2026-05-07 15:51:40,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 15:51:39,admin,Filter,ResetFilter,
2026-05-07 15:51:37,admin,Filter,ApplyFilter,"Fox Bleach (Tile=16, Clip=3.5)"
2026-05-07 15:51:36,admin,Image Tool,ResetView,
2026-05-07 15:50:16,admin,Image Tool,ResetView,
2026-05-07 15:49:57,admin,Image Tool,ResetView,
2026-05-07 15:49:46,admin,Image Tool,ResetView,
2026-05-07 15:49:43,admin,Filter,ApplyFilter,Clahe
2026-05-07 15:49:32,admin,Image Tool,ResetView,
2026-05-07 15:49:27,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 15:49:16,admin,Image Tool,ResetView,
2026-05-07 15:49:12,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 15:49:00,admin,Image Tool,ResetView,
2026-05-07 15:48:56,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 15:48:38,admin,Image Tool,ResetView,
2026-05-07 15:48:34,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 15:48:16,admin,Image Tool,ResetView,
2026-05-07 15:48:12,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 15:47:54,admin,Image Tool,ResetView,
2026-05-07 15:47:50,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 15:47:35,admin,Filter,ResetFilter,
2026-05-07 15:47:30,admin,Filter,ApplyFilter,Clahe
2026-05-07 15:47:26,admin,Filter,ResetFilter,
2026-05-07 15:47:22,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 15:47:17,admin,Filter,ResetFilter,
2026-05-07 15:47:13,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 15:47:10,admin,Filter,ResetFilter,
2026-05-07 15:47:05,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 15:46:59,admin,Filter,ResetFilter,
2026-05-07 15:46:55,admin,Filter,ApplyFilter,Normalization
2026-05-07 15:46:51,admin,Filter,ResetFilter,
2026-05-07 15:46:46,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 15:46:36,admin,Filter,ResetFilter,
2026-05-07 15:46:31,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 15:46:21,admin,Filter,ResetFilter,
2026-05-07 15:46:15,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 15:46:11,admin,Filter,ResetFilter,
2026-05-07 15:46:05,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 15:45:52,admin,Filter,ResetFilter,
2026-05-07 15:45:48,admin,Filter,ApplyFilter,VectorGradientMagnitude
2026-05-07 15:45:44,admin,Filter,ResetFilter,
2026-05-07 15:45:39,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 15:45:32,admin,Filter,ResetFilter,
2026-05-07 15:45:28,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 15:45:21,admin,Image Tool,ResetView,
2026-05-07 15:45:17,admin,Filter,ApplyFilter,Clahe
2026-05-07 15:45:07,admin,Image Tool,ResetView,
2026-05-07 15:45:03,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 15:44:53,admin,Image Tool,ResetView,
2026-05-07 15:44:49,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 15:44:38,admin,Image Tool,ResetView,
2026-05-07 15:44:34,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 15:44:22,admin,Image Tool,ResetView,
2026-05-07 15:44:18,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 15:44:06,admin,Image Tool,ResetView,
2026-05-07 15:44:03,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 15:43:54,admin,Image Tool,ResetView,
2026-05-07 15:43:50,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 15:43:19,admin,Filter,ResetFilter,
2026-05-07 15:43:15,admin,Filter,ApplyFilter,Clahe
2026-05-07 15:43:11,admin,Filter,ResetFilter,
2026-05-07 15:43:07,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 15:43:03,admin,Filter,ResetFilter,
2026-05-07 15:42:59,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 15:42:55,admin,Filter,ResetFilter,
2026-05-07 15:42:51,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 15:42:48,admin,Filter,ResetFilter,
2026-05-07 15:42:43,admin,Filter,ApplyFilter,Normalization
2026-05-07 15:42:40,admin,Filter,ResetFilter,
2026-05-07 15:42:35,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 15:42:30,admin,Filter,ResetFilter,
2026-05-07 15:42:26,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 15:42:20,admin,Filter,ResetFilter,
2026-05-07 15:42:16,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 15:42:12,admin,Filter,ResetFilter,
2026-05-07 15:42:08,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 15:42:05,admin,Filter,ResetFilter,
2026-05-07 15:42:00,admin,Filter,ApplyFilter,VectorGradientMagnitude
2026-05-07 15:41:57,admin,Filter,ResetFilter,
2026-05-07 15:41:52,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 15:41:48,admin,Filter,ResetFilter,
2026-05-07 15:41:43,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 15:41:35,admin,Image Tool,ResetView,
2026-05-07 15:41:34,admin,Defect Marking,ClearDefects,2 defects cleared
2026-05-07 15:41:30,admin,Defect Marking,DeleteDefect,Undercut
2026-05-07 15:41:26,admin,Defect Marking,MarkDefect,"Undercut at (895,245) 23.4 mm"
2026-05-07 15:41:20,admin,Defect Marking,MarkDefect,"Crack at (881,1546) 23.5 mm"
2026-05-07 15:41:13,admin,Defect Marking,EvaluateAcceptance,"ASME B31.3: REJECT (1 defects, weld 300mm)"
2026-05-07 15:41:08,admin,Defect Marking,MarkDefect,"Porosity at (881,935) 23.4 mm"
2026-05-07 15:40:59,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 15:40:43,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 15:40:42,admin,Image Tool,ResetView,
2026-05-07 15:40:42,admin,Image Tool,ApplyColorTable,IQI detection: cleared
2026-05-07 15:40:37,admin,Image Tool,ApplyColorTable,"IQI detected: 18 wires at (172,127) 556x159"
2026-05-07 15:40:30,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 15:40:15,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 15:40:14,admin,Image Tool,ResetView,
2026-05-07 15:40:09,admin,Image Tool,ResetView,
2026-05-07 15:40:02,admin,Image Tool,ResetView,
2026-05-07 15:39:27,admin,Image Tool,ResetView,
2026-05-07 15:38:32,admin,Image Tool,ResetView,
2026-05-07 15:38:24,admin,Image Tool,ResetView,
2026-05-07 15:38:15,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 15:37:59,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 15:37:58,admin,Image Tool,ResetView,
2026-05-07 15:37:57,admin,Annotation,ClearAnnotations,1 annotation(s)
2026-05-07 15:37:46,admin,Annotation,AddAnnotation,Ruler
2026-05-07 15:37:41,admin,Image Tool,ResetView,
2026-05-07 15:37:30,admin,Image Tool,ResetView,
2026-05-07 15:37:25,admin,Image Tool,ResetView,
2026-05-07 15:37:10,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 15:36:54,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 15:36:38,admin,File Operation,OpenFile,"1 loaded, 0 skipped, 0 invalid"
2026-05-07 15:36:18,admin,Authentication,Login,
2026-05-07 15:31:22,admin,File Operation,ClearFiles,1 file(s)
2026-05-07 15:31:21,admin,Filter,ResetFilter,
2026-05-07 15:31:19,admin,Filter,ApplyFilter,"Fox Bleach (Tile=16, Clip=3.5)"
2026-05-07 15:31:17,admin,Image Tool,ResetView,
2026-05-07 15:30:07,admin,Image Tool,ResetView,
2026-05-07 15:29:46,admin,Image Tool,ResetView,
2026-05-07 15:29:35,admin,Image Tool,ResetView,
2026-05-07 15:29:32,admin,Filter,ApplyFilter,Clahe
2026-05-07 15:29:21,admin,Image Tool,ResetView,
2026-05-07 15:29:17,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 15:29:06,admin,Image Tool,ResetView,
2026-05-07 15:29:01,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 15:28:49,admin,Image Tool,ResetView,
2026-05-07 15:28:45,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 15:28:27,admin,Image Tool,ResetView,
2026-05-07 15:28:23,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 15:28:05,admin,Image Tool,ResetView,
2026-05-07 15:28:00,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 15:27:41,admin,Image Tool,ResetView,
2026-05-07 15:27:38,admin,Filter,ApplyFilter,CannyEdge
2026-05-07 15:27:23,admin,Filter,ResetFilter,
2026-05-07 15:27:19,admin,Filter,ApplyFilter,Clahe
2026-05-07 15:27:15,admin,Filter,ResetFilter,
2026-05-07 15:27:10,admin,Filter,ApplyFilter,GaussianSmooth
2026-05-07 15:27:06,admin,Filter,ResetFilter,
2026-05-07 15:27:01,admin,Filter,ApplyFilter,HistogramEqualization
2026-05-07 15:26:57,admin,Filter,ResetFilter,
2026-05-07 15:26:52,admin,Filter,ApplyFilter,UnsharpMask
2026-05-07 15:26:46,admin,Filter,ResetFilter,
2026-05-07 15:26:42,admin,Filter,ApplyFilter,Normalization
2026-05-07 15:26:38,admin,Filter,ResetFilter,
2026-05-07 15:26:33,admin,Filter,ApplyFilter,ButterworthLowPass
2026-05-07 15:26:22,admin,Filter,ResetFilter,
2026-05-07 15:26:17,admin,Filter,ApplyFilter,ButterworthHighPass
2026-05-07 15:26:05,admin,Filter,ResetFilter,
2026-05-07 15:26:00,admin,Filter,ApplyFilter,SobelEdge
2026-05-07 15:25:56,admin,Filter,ResetFilter,
2026-05-07 15:25:51,admin,Filter,ApplyFilter,MorphologicalGradient
2026-05-07 15:25:36,admin,Filter,ResetFilter,
2026-05-07 15:25:32,admin,Filter,ApplyFilter,VectorGradientMagnitude
2026-05-07 15:25:28,admin,Filter,ResetFilter,
2026-05-07 15:25:22,admin,Filter,ApplyFilter,CannyEdge
